unstructured_name,rx_norm,type
cap astyfer 2mls tds x 2/52,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,Drug
TAVANIC 500MG LY X 10DAYS,levofloxacin,Drug
TAB HYOSCINE 10 MG BD 3/7::,hyoscyamine sulfate,Drug
tab buscopan 10mg dly x 3/7.,hyoscyamine sulfate,Drug
DC SUBCUT CLEXANE,enoxaparin,Drug
tab spironolactone 25mg OD X 1/12,spironolactone,Drug
Tabs Twynsta for 1/12,amlodipine / telmisartan,Drug
T.T.,diphtheria toxoid vaccine / tetanus toxoid vaccine,Drug
Lotion Funbactsol,miconazole,Drug
clean wound surface with savlon and cover with eusol soaked gauze,cetrimide / chlorhexidine gluconate,Drug
Mix fluids (1/2 strength 500mls+N/S 500mls+Sprite 500mls,potassium chloride / sodium chloride,Drug
tabs celebrex 200mg b.d x 5/7,celecoxib,Drug
Tab Metformin 500mg b.d x 1/52,metformin hydrochloride,Drug
Tab Methyldopa 500mg bd X 10/7,methyldopa,Drug
"pink cannula pink x 2,water for injection x 2,10cc syringe x 4,5cc syringe x 4,drip set x 1",water,Drug
CAPS PREGABALIN 75MG DLY X 1/52,pregabalin,Drug
tab pcm/orphenadrine citrate 1g tds x 2/52,"orphenadrine citrate, acetaminophen",Drug
continue fluconazole as prescribed,fluconazole,Drug
SYR RHINATHIOL 5 MLS TDS 5/7;,carbocysteine,Drug
Folic acid 5mg oral tablet,folic acid,Drug
tabs aldomet 1g tds,methyldopa,Drug
Tabs Metformin 500mg a.m then 1G nocte x 6/52,metformin hydrochloride,Drug
TAB METFORMIN 500MG B.D,metformin hydrochloride,Drug
tab renerve plus 1 bd 2/52 or neurobion 1 bd 2/52,diclofenac sodium / vitamin B complex,Drug
tab ofloxacin 400mg bd x 1/52,ofloxacin,Drug
: Susp Gascol 10mls tds x 5/7,aluminum hydroxide / magnesium carbonate,Drug
Susp Albendazole 200mg stat,albendazole,Drug
SC CLEXANE 40 I.U.  ALTERNATE DAYS,enoxaparin,Drug
Tabs Erytrhromycin 500mg qds x 1/52,erythromycin,Drug
Tab Arthrotec 1 tds X 1/52,diclofenac sodium / misoprostol,Drug
CREAM DERMAZINE PRN,silver sulfadiazine,Drug
Dequadine 1qds x 5/7;,dequalinium,Drug
Tabs Azithromycin 500mg bd x1/52,azithromycin,Drug
Tab Nitrofurantoin 100mg bd x 1/52 .,nitrofurantoin,Drug
tab buscopan 1 tds x 3/7,hyoscyamine sulfate,Drug
sublingual misoprostol 200mcg 6hrly,misoprostol,Drug
IVF Ringer's Lactate alt with 5% D/Saline 6hrly,calcium chloride / glucose / potassium chloride / sodium chloride / sodium lactate,Drug
dress bite wound on right finger with povidone iodine (Open dressing please),povidone-iodine,Drug
Tab Metformin 500mg TDS,metformin hydrochloride,Drug
Tab Arthrotec 75mg b.d x 1/52           Tab Sirdalud 4mg nocte x 5/7           Tab Neurovite 1 daily x 2/52,diclofenac sodium / misoprostol,Drug
Tab neurovite forte 1 daily x 1/52,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
MMT SYR  5CC TDS X5DAY,magnesium trisilicate,Drug
SYRUP antitussive 7.5mls BD X 1/52,benzocaine / dextromethorphan hydrobromide / menthol,Drug
IV  TRAMADOL 50 MG STAT : 50 MG IN IVF PRN,tramadol,Drug
"Tabs Nitrofurantoin 100mg bd x1/52, tabs metronidazole 400mg tds x 1/52, tabs vit C 200mg tds x 1/52",nitrofurantoin,Drug
oral primolut 10mg dly,norethindrone,Drug
IM PENTAZOCINE 60MG STAT+25MG PROMETHAZINE,"pentazocine, promethazine",Drug
tab acyclovir 200mg qds x 5/7,acyclovir,Drug
TAB DICLOFENAC POTASSIUM 100MG DLY X5/7,diclofenac potassium,Drug
1O% MANITOL,mannitol,Drug
tab indapamide 1.5mg dlyX1/12,indapamide,Drug
"Actrapid insulin 6IU IV & IM stat, then 6IU hourly till RBS </= 14mmol/L","insulin, regular, human",Drug
IVF Ringer's lactate alt 4.3% D/S 550mls 12hrly,calcium chloride / glucose / potassium chloride / sodium chloride / sodium lactate,Drug
TABS ALBENDAZOLW 2 TABS STAT.,albendazole,Drug
tab septrin 960 mg bd x5/7,sulfamethoxazole / trimethoprim,Drug
codeine phosphate 10 MG / guaifenesin 400 MG Oral Tablet,codeine phosphate / guaifenesin,Drug
IV Ceftriaxone 400mg dly,cefuroxime sodium,Drug
im pcm 200mg stat + im arthemeter 40mg stat + im plasil 5mg stat,"acetaminophen, artemether, metoclopramide",Drug
Labetalol 100m stat,labetalol,Drug
chloramphenicol eye drop 1 tds 5/7;,chloramphenicol,Drug
eye irrigation with clean water,water,Drug
tabs hiclogesic 11 tds for 5/7,"orphenadrine citrate, acetaminophen",Drug
camoquine 600mg nocte for 3 days,amodiaquine hydrochloride,Drug
VASOPRIN 75MG DAILY X 1MONTH,acetylsalicylsalicylic acid,Drug
IV 10% Calcium gluconate 5mls in 1:1 dilution giver over 10mins stat,calcium gluconate,Drug
Tab Atorvastatin 10mg nocte x 1/12,atorvastatin,Drug
tabs duphaston 20mg bd for 1 week,progesterone,Drug
Syrup Cofex 5mls bd - 1/52,dextromethorphan hydrobromide / guaifenesin,Drug
tabs nitrofurantoin 100mg nocte for 1 week,nitrofurantoin,Drug
Hiclogesic II nocte - 3/7,"orphenadrine citrate, acetaminophen",Drug
Tab Albendazole 400mg dly X 2/7,albendazole,Drug
TAB NITROFURANTOIN 100MG BD X 3/7.,nitrofurantoin,Drug
F- 75,follitropin alfa,Drug
Susp. Gascol 10mls tds x 1/12,aluminum hydroxide / magnesium carbonate,Drug
IM tetanus 0.25mls,diphtheria toxoid vaccine / tetanus toxoid vaccine,Drug
tabs Buscopan i bd x 3/7,hyoscyamine sulfate,Drug
1. cap vit d3  1000 iu,cholecalciferol,Drug
syr ascorex 10mls tds x 1/52,terbutaline / ambroxol / guaifenesin,Drug
Tab Pregabalin 75mg bd for 2/12,pregabalin,Drug
tab bisoprolol 2.5mg dly x 1/52,bisoprolol,Drug
30IU OXYTOCIN,oxytocin,Drug
syrup piccam,acetaminophen / diphenhydramine hydrochloride,Drug
polygynax pessariess  1 bd x 1/52,"neomycin, polymyxin B, nystatin",Drug
SL ondasteron 4mg stat,ondansetron,Drug
SYRUP COFMIX 1OMLS BDX3/7,"ammonium chloride, sodium citrate, menthol, diphenhydramine hydrochloride",Drug
Tab Aldomet 500mg qds,methyldopa,Drug
TAB Galvus/met 50/1000mg OD X 1/12,"Metformin, Vildagliptin",Drug
insilin rugular,"insulin, regular, human",Drug
Tab Baclofen 10mg nocte x 3/52,baclofen,Drug
Tab Flotac 75mg bd x 10/7,"diclofenac, cholestyramine resin",Drug
TAB XPAQ 2 TDS 4/7;,orphenadrine citrate,Drug
OC TOBRAMYCIN TDS ON LEFT EYE,tobramycin,Drug
benzyl benzoate dly x 2 days,benzyl benzoate,Drug
Calcium lactate T dly,calcium lactate,Drug
TABS CEPHALEXIN 500MG BD X 7/7,cephalexin,Drug
TAB DF118 15MG BD * 5/7,dihydrocodeine,Drug
tab amytriptilline 12.5mg nocte x3/7,amitriptyline,Drug
TABS MODURETIC 1/2 DAILY X 1/52,amiloride hydrochloride / hydrochlorothiazide,Drug
benzoyl peroxide 0.05 MG/MG Topical Gel,benzoyl peroxide,Drug
Oral floranom,Saccharomyces boulardii,Drug
2% Ketoconazole cream,ketoconazole,Drug
INJ IM  PROGESTERONE 25MG  TWICE WEEKLY FOR 2WEEKS,progesterone,Drug
tab septrin ii x 2/52,sulfamethoxazole / trimethoprim,Drug
tab arthrotec 75mg bd x 5/7  tab lexotan 1.5mg NOCTE x 5/7,diclofenac sodium / misoprostol,Drug
valsartan 40mg daily x 1/12,valsartan,Drug
increase to tab hct 25mg dly x 1 month,hydrochlorothiazide,Drug
IV chlorpromazine 25mg 12hrly x 48hrs,chlorpromazine,Drug
4.  apply sudocrem,zinc oxide,Drug
TABS REAFLEX T BD,Fenyramidol,Drug
IV CEFUROXIME 75MG 8HRLY,cefuroxime sodium,Drug
guttae antallarge i drop bd x 5/7,tetrahydrozoline,Drug
I.V Cefuroxime 500 mg,cefuroxime sodium,Drug
Actrapid insulin 10IU IM/1V then IV  6IU every hour till blood sugar is less or equal to 10mmol/l.,"insulin, regular, human",Drug
HEMORRHOIDAL CREAM TO BE APPLIED IN THE ANUS,phenylephrine,Drug
iv raniditine 6mg 8hrly x 24hrs,ranitidine,Drug
tabs vasoprin 75mg  daily  x 1month,acetylsalicylsalicylic acid,Drug
tab arthrotec 1 bd x1/52,diclofenac sodium / misoprostol,Drug
tab vasoprin 75mg daily;,acetylsalicylsalicylic acid,Drug
tabs fesolate 1tds for 2weeks,ferrous sulfate,Drug
tab loperamide 4mg stat then 2mg daily x 3/7,loperamide,Drug
ubidecarenone 100 MG / vitamin E 30 UNT Oral Capsule,ubidecarenone / vitamin e,Drug
Menthol crystal,Mentha arvensis whole extract,Drug
Tab Metformin 1g stat,metformin hydrochloride,Drug
tabs cytotec 800ug stat,misoprostol,Drug
IV  Levofloxacin 500mg bd,levofloxacin,Drug
SUSP CAMOSUNATE 60MG DLY X 3/7,"Artesunate, Amodiaquine",Drug
euvax cream bd for 1 month,crotamiton,Drug
syr lactulose 10 mls tds 3/7,lactulose,Drug
DROPS NYSTATIN 1 DROP 6 HOURLY X 1 WEEK,nystatin,Drug
tab buscopan 10mg stat.,hyoscyamine sulfate,Drug
25% Benzylbenzoate apply daily x 3/7,benzyl benzoate,Drug
tretinoin 0.00025 MG/MG Topical Gel,tretinoin,Drug
Tab Duphaston 10mg b.d x 4/52           Tab Ferrotone 1 daily x 4/52,progesterone,Drug
SYR ASTYFER 10MLS BD X 2 WEEKS,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,Drug
calcium lactate.,calcium lactate,Drug
IM ondasetron 4mg stat.,ondansetron,Drug
tabs cetrizine 10mg dly x 7days,cetirizine,Drug
susp azithromycin 2.5mls dly x 5/7,azithromycin,Drug
Tabs Trevia met 50+1000mg bd x 2/52,metformin hydrochloride / sitagliptin,Drug
iv cefotaxime 160mg 12 hourly,cefotaxime,Drug
ENSURE IN O2 AT 2L/MIN PLEASE,oxygen,Drug
Telmisartan 40mg dly,telmisartan,Drug
OXYBUTINE,oxybutynin,Drug
tab buscopan 10md  bd x 2/7,hyoscyamine sulfate,Drug
cofex 5ml tds x5/7;,dextromethorphan hydrobromide / guaifenesin,Drug
Syrup Folic acid 2.5mls dly,folic acid,Drug
tabs TELMISARTAN 80MG DAILY X OPEN,telmisartan,Drug
syrup hyoscine 2.5mls tds,hyoscyamine sulfate,Drug
tab azithromycin 250mg daily * 5/7,azithromycin,Drug
SC MIXTARD 20 I.U STAT,insulin isophane / human / insulin,Drug
im rocephin 1 stat,ceftriaxone sodium,Drug
syr folic acid 5mls dly 1/12;,folic acid,Drug
tabs aldomet 500mg tds x 4/52,methyldopa,Drug
PO Enterogemina 1amp bd x 3/7,Bacillus coagulans,Drug
TABS VASOPRIN 150MG STAT,acetylsalicylsalicylic acid,Drug
cough syrup 10mls bd x 5/7  tabs loratadine 10mg bd x 5/7,guaifenesin / pseudoephedrine hydrochloride,Drug
otrivin  nasal drop 2 drops dly,oxymetazoline,Drug
tab approvasc 300/10mg x 2/12.,irbesartan / amlodipine,Drug
im Cefuroxime 500mg dly x2/7;,cefuroxime sodium,Drug
Tab Ferrous sulfate 200mg OD x 10/7,ferrous sulfate,Drug
tab vasoprin 1daily x 1/12,acetylsalicylsalicylic acid,Drug
cough syrup (for kids) 10mls tds x 1/52,guaifenesin / pseudoephedrine hydrochloride,Drug
thalazole one tab bd,phthalylsulfathiazole,Drug
primolut N,norethindrone,Drug
Tab Camoquine 600mg nocte x 3/7 Cap Amoxil 500mg tds x 5/7 Tab PCM 1g tds x 3/7 Tab Piriton 4mg nocte x 3/7 Syr Cofex 10mls tds x 5/7,amodiaquine hydrochloride,Drug
TAB AMYTRYPTYLINE 25MG NOCTE FOR 1/52,amitriptyline,Drug
Tab Clopidogrel 75mg OD x 1/12,clopidogrel,Drug
IM Pentzocime 30mg + IM Promethazine 25mg 6hrly,"pentazocine, promethazine",Drug
tabs kinbrex 200mg 12hrly x 10/7,celecoxib,Drug
MODURETIC 1TABS DAILY   X 2WEEKS,amiloride hydrochloride / hydrochlorothiazide,Drug
benzoyl benzoate,benzoyl peroxide,Drug
methotrexate 10 MG Oral Tablet,methotrexate,Drug
IM TT 0.5mls stat  IM PCM 450mg stat  syrup fleming 5mls bd x 10/7,diphtheria toxoid vaccine / tetanus toxoid vaccine,Drug
IV AMINOPHILLINE 250MG IN 500ML OF N/SALINE 8HRLY X 24HRS AT 41DPM VIA NORMAL SOLUCET,aminophylline,Drug
ivf ringers lactate 250mls fast thereater  alternate with 4.3% dextrose 500mls 8hrlyse,calcium chloride / glucose / potassium chloride / sodium chloride / sodium lactate,Drug
Tab Neurovite 1 tab OD x 10/7,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
sublingual ondasetron 4mg dly x 48hrs,ondansetron,Drug
tab  bonduretic 1dly x1/12,amiloride hydrochloride / hydrochlorothiazide,Drug
iv amikacin 15mg/kg-25mg daily,amikacin,Drug
tabs ibex ii tds x 1/52,acetaminophen / caffeine / ibuprofen,Drug
Nebulize with SALbutamol alternate with ipratropium bromide,albuterol / ipratropium bromide,Drug
ANTIBACTERIAL CREAM - NEOMYCIN,"ketoconazole, clobetasol propionate, neomycin sulfate",Drug
i.m pentazocine + i.m promethazine 12.5mg,"pentazocine, promethazine",Drug
5 ML iron sucrose 20 MG/ML Injection,iron sucrose,Drug
Syr Azithromycin 130mg dly x 5/7,azithromycin,Drug
antallarge  2 drops bd x 5/7;,tetrahydrozoline,Drug
IV ONDASETRON 2MG 12 HRLY/ 24 HRS,ondansetron,Drug
tab lomotil i bd x 2/52,atropine sulfate / diphenoxylate hydrochloride,Drug
sub cut  mixtard 8iu dly x 1/52,insulin isophane / human / insulin,Drug
TABS CARBAMAZEPINE 400MG NOCTE X 5/7,carbamazepine,Drug
1. tab arbitel 40mg daily,telmisartan,Drug
"Susp Gascol 10nls tds x 5/7, then PRN",aluminum hydroxide / magnesium carbonate,Drug
ANTI FUNGAL CREAM PRN.,clotrimazole,Drug
COUGH SYRUP (EXPECTORANT ) 10MLS BD X 5DAYS,guaifenesin / pseudoephedrine hydrochloride,Drug
CHLORAMPHENICOL EYEDROP BD 5/7;,chloramphenicol,Drug
GUTT MOXIFLOXACIN QID BE X 2,moxifloxacin,Drug
iv ringers lactate alt with 5% d/w 1l 8hourly,calcium chloride / glucose / potassium chloride / sodium chloride / sodium lactate,Drug
4. tab gabapentin 1 nocte,gabapentin,Drug
iv cefuroxime 60mg 12hrly x 48hrs,cefuroxime sodium,Drug
tab buscopan 20mg bd x24hrs,hyoscyamine sulfate,Drug
TABS BUSCOPAN 20MG  BD X7DAYS,hyoscyamine sulfate,Drug
syrup gascol 7.5mls tds for 1 week,aluminum hydroxide / magnesium carbonate,Drug
"tab loperamide 4mg stat, then 2mg per loose stool x 2/7. tab zinc 20mg dly x 1/52. tab arthrotec 75mg bd x 5/7. tab flagyl 400mg tds x 5/7.",loperamide,Drug
clean affected area with menthylated spirit,ethanol,Drug
SL MISOPROSTOL 400 MCG BD 2/7,misoprostol,Drug
syrup folic acid 2.5mg dly x 1/52(aftr antimalaria),folic acid,Drug
IM Pentazocine 30mg 8hrly + IM Promethazine 25mg 12hrly,"pentazocine, promethazine",Drug
tabs tarsulozin,tamsulosin,Drug
20% Monnitol 250mls over 30minutes,mannitol,Drug
hydrochlorothiazide  1 tablet daily x1/12,hydrochlorothiazide,Drug
tab orphensic 500mg tds x 5/7  lofnac gel,"orphenadrine citrate, acetaminophen",Drug
iv cefuroxime 300mg 12hrly x 72hrs,cefuroxime sodium,Drug
V METHYLPREDNISOLONE 1G DLY X3/7,methylprednisolone,Drug
syrup gascol 10ml tds x 1/52,aluminum hydroxide / magnesium carbonate,Drug
Tab Calcium lactate 300mg OD x 10/7,calcium lactate,Drug
hydrocortisone acetate 25 MG Rectal Suppository,hydrocortisone acetate,Drug
tab renerve plus 1bd 2\52,ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / zinc citrate,Drug
"ABF Cream application, Tab ibuprofen 200mg bd x3/7, TAB PIRITON 2mg nocte x2/7",beclomethasone / clotrimazole / gentamicin sulfate,Drug
tab Fluoxetine 20mg morning x 1/52.,fluoxetine,Drug
tab Cocodamol 11 bd x4/7,acetaminophen / codeine phosphate,Drug
TABS NEUTROVITE FORTE 1 DLY X 1/52,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
tab doxazocin 2mg dly x 1/12,doxazosin,Drug
tabs ribloflavin 2 tds for 4days,riboflavin,Drug
tabs hyperex Sr 1 daily for 1 week,rabeprazole / domperidone,Drug
syrup cetirizine 2.5mls bd x 5/7,cetirizine,Drug
iv Amikacin 25mg daily,amikacin,Drug
Enaretic (Enalapril/Hydrochlorthiazide),enalapril maleate / hydrochlorothiazide,Drug
Cadura 4mg TAB756,doxazosin mesylate,Drug
Tabs Nitrofurantoin 50mg bd -1/52,nitrofurantoin,Drug
im insulin 10iu stat.,"insulin, regular, human",Drug
syr orelox 5mls,cefpodoxime,Drug
tabs fersolate ii dly x 1/12,ferrous sulfate,Drug
TABS FERROUS 1 TDS X1/12,ferrous sulfate,Drug
Syr Astyfer 10mls daily x 2/52,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,Drug
Nebulize with Salbutamol 5mg + Ipratropium bromide 250ug stat THEN 4 HOURLY,albuterol / ipratropium bromide,Drug
IV KCL 20mmols in 500mls of N/saline,potassium chloride,Drug
syrup p-alaxin 25mg daily * 3/7,".alpha.-dihydroartemisinin
",Drug
syr astymin  7.5mls bd x 1/52,ascorbic acid / biotin / folic acid / niacinamide / pantothenic acid / pyridoxine hydrochloride / riboflavin / thiamine / vitamin b12,Drug
KLOVINAL PESSARIES 1NOCTE X5/7,clotrimazole / metronidazole / Lactobacillus Spores,Drug
Continue hematinics,ascorbic acid / ferrous sulfate / folic acid,Drug
tabs vasoprin 75mg daily x 1 month tab moduretic 1 daily x 1/12 Tab Nifedipine 20mg bd x1/12,acetylsalicylsalicylic acid,Drug
"Tab Athrotec 75mg bd*5/7, or Tab Diclofenac 100mg bd*5/7 + Tab Omeprazole 20mg bd*5/7",diclofenac sodium / misoprostol,Drug
Tab Fesolate 1 bd x 1/52,ferrous sulfate,Drug
tabs oxfloxacin 200mg db for 5 days,ofloxacin,Drug
ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.225 MG/ML Oral Solution,ascorbic acid / cholecalciferol / vitamin a,Drug
FLAMOGEL CREAM,alginate,Drug
white field oinment,benzoic acid / salicylic acid / topical ointment,Drug
tab aldomet 250mg stat.,methyldopa,Drug
Tab Hyoscine 20mg stat,hyoscyamine sulfate,Drug
VIT D3,cholecalciferol,Drug
Sustanon Injection INJ076,testosterone,Drug
IM TT 0.5mls stat./ IM diclofenac 75mg stat./tab chymoral II bd x 5/7./tab vit c IItds x 5/7./ tab diclofenac 50mg bd x 5/7./ tab pcm II tds x 3/7./,diphtheria toxoid vaccine / tetanus toxoid vaccine,Drug
cough syrup 5mls bd x 5/7...orphensic 1g tds x 5/7...tab vit c 100mg tds x 5/7... tab loratadine 10mg bd x 5/7,guaifenesin / pseudoephedrine hydrochloride,Drug
Tabs Duphastone 10mg tds x 2/12,progesterone,Drug
TRIBOTAN CREAM APPLY BD FOR 1 WEEK,clotrimazole / ichthammol / boric acid / zinc oxide,Drug
Oxygen supplementation at 1l/min,oxygen,Drug
tab amitriptyline 25mg nocte x 1/52,amitriptyline,Drug
Eyegl,cromolyn sodium,Drug
TAB CIMETIDINE 400 MG BD 10/7;,cimetidine,Drug
7. sc clexane 40mg daily,enoxaparin,Drug
TAB AZITHROMYCINE 500MG DAILY X 1/52 (AFTR LAST DOSE OF IV C. PEN),azithromycin,Drug
tab metformin 250mg bd x 1/52,metformin hydrochloride,Drug
lidocaine 40 MG/ML Topical Cream,lidocaine,Drug
i.m depo provera,medroxyprogesterone,Drug
ClearLax,polyethylene glycol 3350,Drug
CLEAN WOUND AND APPLY MUPIRICIN,mupirocin,Drug
Tabs. Fluconazole,fluconazole,Drug
infusion MgSO4 5g into 500ml of N/S to run for 5hours at 33dpm x 4doses,magnesium sulfate,Drug
iv methylprednisolone  250mg in 500mls of normal saline run for 4hours   daily x 6days,methylprednisolone,Drug
TABS SLOW K 1 OD X4/7,potassium chloride,Drug
lozenges 1 bd x 5/7,benzocaine / menthol / lozenge,Drug
im depo provera,medroxyprogesterone,Drug
Damacol Cream,betamethasone /  gentamicin /  tolnaftate,Drug
iv ofloxacin 200mg 12hrly x48hrs,ofloxacin,Drug
Tab Camoquine 600mg nocte x 3/7  Tab PCM 1g tds x 3/7  Tab Piriton 4mg nocte x 3/7  Tab Ferrotone I dly x 2/52 Tab Folic acid I dly x 2/52,amodiaquine hydrochloride,Drug
IM Artemether 160mg stat  IM Metoclopromide 10mg stat  Tab ACT (80/480) 1tab b.d x 3/7  Tab PCM 1g t.d.s x 3/7,"artemether, metoclopramide",Drug
tabs artane 5mg nocte,trihexyphenidyl,Drug
"Syrup Vit A 10,000 IU dly x1/52",vitamin A,Drug
chloramphenicol eye drops 1 bd x 5/7,chloramphenicol,Drug
CONTINUOUS SPO2 MONITORING,oxygen,Drug
TABS AZITHROMYCIN 250MG BD X 3/7,azithromycin,Drug
suppository gynaemed once  nocte...........5/7,clotrimazole,Drug
I.M T.T 0.5MLS STAT,diphtheria toxoid vaccine / tetanus toxoid vaccine,Drug
TABS ESIDREX 25MG DLY X 3/52,hydrochlorothiazide,Drug
anusol suppository 1 nocte for 3 days,zinc sulfate monohydrate,Drug
Topical efinaconazole,efinaconazole,Drug
"SYRUP COFEX 5MLS TDS,",dextromethorphan hydrobromide / guaifenesin,Drug
tabs vasoprin 75mg daily x 1 month TABS AMLODIPINE 10MG DAILY X 1MONTH,acetylsalicylsalicylic acid,Drug
im ergot 1 ampoule stat,ergotamine tartrate,Drug
sublingual misoprostol 50iug,misoprostol,Drug
Trevia-met 50/500,metformin hydrochloride / sitagliptin,Drug
clean and dress mupirocin,mupirocin,Drug
If  seizure persist repeat  give iv phenobabitone 70mg stat,phenobarbital,Drug
folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule,folic acid / polysaccharide iron complex / vitamin b12,Drug
IM CHLOROQUNIE,chloroquine,Drug
"TAB MEFENAMIC ACID 500MG STAT, THEN 250MG TDS FOR 3/7",mefenamic acid,Drug
cough syrup 5ml bd*5/7,guaifenesin / pseudoephedrine hydrochloride,Drug
benzyl peroxide,benzoyl peroxide,Drug
light dressing with dermazine cream alternate day,silver sulfadiazine,Drug
benzyl benzoate bd 3/7,benzyl benzoate,Drug
Tabs Torsemide,torsemide,Drug
Clotrimazol cream CR004,clotrimazole,Drug
"tab erthromycin 500mg tds x 5/7, syrup cofex 10mls bd x 5/7",erythromycin,Drug
tab ophernsic i b.d 1/52,"orphenadrine citrate, acetaminophen",Drug
cocdamol,acetaminophen / codeine phosphate,Drug
syrup folic acid 2.5mg dly x 1/52,folic acid,Drug
aldomet  250mg x2weeks,methyldopa,Drug
Tab Bendroflumethiazide 2.5mg,bendroflumethiazide,Drug
cream acyclovir,acyclovir,Drug
tabs tranexaemic acid 500mg dly x 1/52,tranexamic acid,Drug
tabs df118 30mg bf for 1 week,dihydrocodeine,Drug
im arthemeter 60mg +plasil 5mg+pcm 1`50mg,"acetaminophen, artemether, metoclopramide",Drug
Tabs erythromycin 500mg 8hrly x 3/7,erythromycin,Drug
Human Chorionic Gonadotropin Hormone 5000iu oth418,human chorionic gonadotropin,Drug
IV labetalol 20mg given.,labetalol,Drug
COUGH SYRUP 3.5 MLS TDS 5/7: SYR VIT C 5 MLS TDS 1/52,guaifenesin / pseudoephedrine hydrochloride,Drug
KETCONAZOLE CREAM,ketoconazole,Drug
tabs chlopromazine 1 bdx 3days,chlorpromazine,Drug
SYRP COTRIMOZAZOLE 200/40 BD X1/52,sulfamethoxazole / trimethoprim,Drug
TAB MODURETIC 1 DAILY X 2/52,amiloride hydrochloride / hydrochlorothiazide,Drug
TAB LOSARTAN 50 MG DLY 1/12::,losartan,Drug
CREAM KETOCONAZOLE,ketoconazole,Drug
30 IU of oxytocin into 500mls of normal saline,oxytocin,Drug
syrup cofex 5mls bd x 1/52,dextromethorphan hydrobromide / guaifenesin,Drug
carbamazipine,carbamazepine,Drug
Tab ferrous 1 bd for 1/52,ferrous sulfate,Drug
